id,region,start,end,strand
13133,chr12,104405351,104405551,+
19564,chr7,64621792,64621992,+
41370,chr10,125352398,125352598,+
19865,chr2,192669585,192669785,+
38830,chr2,131815219,131815419,+
30475,chr2,96386270,96386470,+
49149,chr13,89925869,89926069,+
47208,chr3,135608000,135608200,+
34255,chr10,102188850,102189050,+
9614,chr4,71993806,71994006,+
18717,chr4,60327776,60327976,+
37068,chr5,29674769,29674969,+
3152,chr10,36467950,36468150,+
26599,chr11,98415160,98415360,+
13899,chr5,10547834,10548034,+
33502,chr2,94026268,94026468,+
36339,chr1,95467063,95467263,+
349,chr12,52017211,52017411,+
48316,chr2,45087773,45087973,+
29387,chr3,190512950,190513150,+
5731,chr13,75985750,75985950,+
24895,chr18,41081264,41081464,+
33147,chr22,41072553,41072753,+
8063,chr1,123314280,123314480,+
5461,chr3,105244582,105244782,+
26554,chr15,52104209,52104409,+
2038,chr12,36168499,36168699,+
4323,chrX,8976155,8976355,+
31671,chr1,195909261,195909461,+
43887,chr1,54961802,54962002,+
23836,chr14,64645278,64645478,+
35769,chr6,77974404,77974604,+
45088,chr3,31083358,31083558,+
7790,chr22,12517940,12518140,+
39861,chr5,167250524,167250724,+
19553,chr11,91096062,91096262,+
41941,chr14,65761236,65761436,+
46567,chr3,39691285,39691485,+
5968,chr6,78415262,78415462,+
43755,chr13,58018687,58018887,+
41438,chr8,76002924,76003124,+
2870,chr1,67065940,67066140,+
7748,chr9,29819023,29819223,+
25487,chr15,27712186,27712386,+
42173,chr4,100938548,100938748,+
22416,chr8,20585845,20586045,+
40013,chr15,78337444,78337644,+
10605,chr11,6293685,6293885,+
16141,chr11,1544873,1545073,+
35957,chr2,147414963,147415163,+
14262,chr5,164061971,164062171,+
12756,chr5,120240271,120240471,+
502,chr15,17129629,17129829,+
24011,chr12,8613068,8613268,+
45359,chr5,136796716,136796916,+
3505,chr5,21036094,21036294,+
23083,chr17,79588104,79588304,+
22744,chr12,33476673,33476873,+
24774,chr18,35776041,35776241,+
23342,chr7,23666344,23666544,+
31319,chr11,76572077,76572277,+
35726,chr6,39244467,39244667,+
30304,chr4,181624727,181624927,+
25732,chr11,133757579,133757779,+
32557,chr5,158311851,158312051,+
26368,chr5,18786225,18786425,+
22235,chr8,100467326,100467526,+
35550,chr2,120420140,120420340,+
28655,chr5,144658249,144658449,+
22619,chr12,84542596,84542796,+
31050,chr2,36275643,36275843,+
11794,chr7,60484595,60484795,+
33121,chr6,9501677,9501877,+
10291,chr6,156581026,156581226,+
37936,chr19,22101654,22101854,+
46006,chr5,124050247,124050447,+
15546,chr15,39555524,39555724,+
18979,chr2,194624523,194624723,+
44498,chr14,20424783,20424983,+
45922,chr20,16114467,16114667,+
42142,chr7,56332923,56333123,+
46058,chr18,61268266,61268466,+
47563,chr4,162365573,162365773,+
22622,chr8,21357394,21357594,+
31799,chr10,117695862,117696062,+
48112,chr5,26825963,26826163,+
41259,chr13,104751454,104751654,+
14004,chr10,99862350,99862550,+
30998,chr10,108528534,108528734,+
16597,chr16,62440258,62440458,+
24110,chr4,60293437,60293637,+
46313,chrX,71746433,71746633,+
48000,chr20,56164556,56164756,+
208,chr3,104423745,104423945,+
30123,chr2,149496752,149496952,+
6886,chr4,171370122,171370322,+
38982,chr7,62239555,62239755,+
31078,chr9,107125552,107125752,+
27303,chr7,97555281,97555481,+
11276,chr14,87050217,87050417,+
48199,chr5,86306668,86306868,+
10330,chr8,64439331,64439531,+
49713,chr12,61608002,61608202,+
8232,chr5,38214423,38214623,+
1747,chr4,63823280,63823480,+
4147,chr5,68065809,68066009,+
28518,chr4,177395629,177395829,+
44807,chr7,60157566,60157766,+
2703,chr12,74468601,74468801,+
25445,chr13,83519953,83520153,+
16471,chr16,36237077,36237277,+
27756,chr19,26546626,26546826,+
9272,chr18,68048546,68048746,+
35341,chr12,37292404,37292604,+
5437,chr2,19616675,19616875,+
6115,chr9,119452118,119452318,+
27645,chr2,221923163,221923363,+
43045,chr4,122545388,122545588,+
45304,chr3,161884565,161884765,+
14338,chr10,4247150,4247350,+
47723,chr16,60109828,60110028,+
34994,chr11,91074858,91075058,+
1666,chr7,68509088,68509288,+
36848,chr2,125232278,125232478,+
3993,chr4,25436178,25436378,+
28733,chr19,13641915,13642115,+
12772,chr2,6092169,6092369,+
21077,chr2,26839342,26839542,+
10117,chr9,108448186,108448386,+
19654,chr1,91632838,91633038,+
44154,chr5,129362003,129362203,+
34666,chr4,162353012,162353212,+
13499,chr6,95297682,95297882,+
3888,chr2,201984777,201984977,+
15543,chr9,32077101,32077301,+
12129,chr4,45727692,45727892,+
27447,chr5,14638474,14638674,+
221,chr2,46240250,46240450,+
48658,chr6,107996364,107996564,+
33054,chr5,81941266,81941466,+
26095,chr4,115492209,115492409,+
37592,chr19,29152034,29152234,+
24007,chr11,51635417,51635617,+
6586,chr3,154724842,154725042,+
11983,chr15,82078886,82079086,+
45132,chr10,22054991,22055191,+
42793,chr5,98428810,98429010,+
48418,chr6,90776302,90776502,+
33811,chr10,53142692,53142892,+
42015,chr9,111988604,111988804,+
13090,chr9,122361474,122361674,+
42508,chr20,60794182,60794382,+
12992,chr2,190391822,190392022,+
17877,chr10,20435028,20435228,+
26264,chr7,140234822,140235022,+
30108,chr5,79974508,79974708,+
38526,chr5,160518703,160518903,+
46920,chr12,12923351,12923551,+
22121,chr4,151880600,151880800,+
32887,chr4,178615032,178615232,+
6162,chr14,55993705,55993905,+
12778,chr7,157098307,157098507,+
4075,chr20,51246456,51246656,+
27692,chr9,70515005,70515205,+
14112,chr1,189129641,189129841,+
26858,chr4,146025161,146025361,+
43255,chr12,106948146,106948346,+
33684,chr17,71759630,71759830,+
24302,chr5,8803122,8803322,+
30170,chr17,5270438,5270638,+
30738,chr22,49260094,49260294,+
43032,chr17,65479742,65479942,+
34256,chr4,82804105,82804305,+
43351,chr5,53159713,53159913,+
25886,chr19,46089844,46090044,+
2250,chrX,6295339,6295539,+
38378,chr11,92140152,92140352,+
33786,chr18,25580293,25580493,+
3139,chr8,97610641,97610841,+
9789,chr3,172022897,172023097,+
42531,chr3,104574335,104574535,+
32937,chr5,13475270,13475470,+
7907,chr10,131443701,131443901,+
41718,chr14,16483008,16483208,+
1628,chr11,37706311,37706511,+
9939,chr12,67327523,67327723,+
42023,chrX,26824905,26825105,+
20086,chr4,36862420,36862620,+
45748,chr5,86786012,86786212,+
3523,chr10,3629349,3629549,+
23612,chr11,113716165,113716365,+
611,chr4,133822243,133822443,+
37582,chr4,151075348,151075548,+
13122,chr9,11227336,11227536,+
8030,chr10,130623702,130623902,+
8143,chr7,73891341,73891541,+
14107,chr5,74824,75024,+
39415,chr21,9583648,9583848,+
35832,chr14,95875757,95875957,+
22285,chr4,145981674,145981874,+
41268,chr3,92657308,92657508,+
1265,chr16,52409632,52409832,+
8137,chr3,160626815,160627015,+
11829,chr6,105194062,105194262,+
23613,chr7,113432102,113432302,+
28420,chr11,127615620,127615820,+
38007,chr5,103418947,103419147,+
2316,chr20,55373421,55373621,+
34115,chr10,29097944,29098144,+
44182,chrX,100908072,100908272,+
20780,chr14,101234341,101234541,+
18059,chr9,62735043,62735243,+
19351,chr22,48957473,48957673,+
33133,chr1,215315245,215315445,+
33555,chr15,30168674,30168874,+
35152,chr4,50259994,50260194,+
40869,chr4,188068603,188068803,+
3329,chr14,66021328,66021528,+
28339,chr3,21368451,21368651,+
9593,chr20,40828843,40829043,+
49214,chr19,32095820,32096020,+
12332,chrX,95365427,95365627,+
14698,chr11,114502159,114502359,+
26405,chr7,8980729,8980929,+
3794,chr18,51321890,51322090,+
13667,chr12,73214119,73214319,+
33165,chr1,105087580,105087780,+
46518,chr10,106224108,106224308,+
26989,chr15,19824508,19824708,+
23898,chr3,166277554,166277754,+
35598,chrX,81455609,81455809,+
12490,chrX,77398426,77398626,+
16888,chr19,50660110,50660310,+
47653,chr8,44960211,44960411,+
5025,chr15,52721360,52721560,+
16643,chr11,55881819,55882019,+
25916,chr17,37972341,37972541,+
21896,chr7,101642452,101642652,+
39988,chr5,130431711,130431911,+
39444,chr7,94115507,94115707,+
31251,chr4,130007064,130007264,+
2815,chr12,114892572,114892772,+
49147,chr2,57634557,57634757,+
40315,chr3,127470057,127470257,+
31657,chr9,31935349,31935549,+
5800,chr3,168940628,168940828,+
41905,chr9,72445252,72445452,+
32870,chr7,60130461,60130661,+
34230,chr7,67656426,67656626,+
42208,chr15,68752921,68753121,+
43597,chr2,126055783,126055983,+
45220,chr19,26810142,26810342,+
38414,chr7,16591125,16591325,+
31124,chr22,15462454,15462654,+
27047,chr15,53205510,53205710,+
29322,chr9,32949318,32949518,+
24710,chr2,60228708,60228908,+
45627,chr15,29985700,29985900,+
4554,chr2,100559588,100559788,+
24745,chrY,10417019,10417219,+
38322,chr7,46861558,46861758,+
23062,chr2,26649589,26649789,+
45434,chr15,94635914,94636114,+
40578,chr19,20882826,20883026,+
965,chr1,34320636,34320836,+
22183,chr10,117385776,117385976,+
12669,chr1,112890076,112890276,+
40487,chr12,37276464,37276664,+
43054,chr14,78034995,78035195,+
42608,chr7,54276096,54276296,+
49221,chr2,93662410,93662610,+
30244,chr20,46736402,46736602,+
36892,chr10,37705913,37706113,+
43653,chr9,7610292,7610492,+
4187,chr8,44803346,44803546,+
26133,chr10,40342178,40342378,+
39093,chr14,43762733,43762933,+
25589,chrX,58695577,58695777,+
36121,chr2,20023253,20023453,+
34774,chr5,62216603,62216803,+
12008,chr13,46985528,46985728,+
10415,chr12,36123157,36123357,+
47144,chr17,67038098,67038298,+
6488,chr10,90725867,90726067,+
36979,chr4,183461268,183461468,+
27432,chr9,65402194,65402394,+
9151,chr18,18196094,18196294,+
40539,chr11,54294468,54294668,+
32770,chr13,35695810,35696010,+
14464,chr5,98760438,98760638,+
30732,chr13,103448531,103448731,+
1592,chr16,75942399,75942599,+
14950,chrX,46330219,46330419,+
40543,chr12,126825137,126825337,+
13425,chr11,129312301,129312501,+
33622,chr3,26518958,26519158,+
25477,chr11,54242978,54243178,+
10643,chr2,231193096,231193296,+
6986,chr1,151934764,151934964,+
30417,chr7,49690611,49690811,+
37454,chr1,222415407,222415607,+
21648,chr5,86348201,86348401,+
48187,chr2,133648412,133648612,+
12723,chrX,65171505,65171705,+
32445,chr6,95451304,95451504,+
41893,chr9,80308763,80308963,+
6290,chr19,27669745,27669945,+
7518,chr2,83574748,83574948,+
31436,chr18,78473693,78473893,+
9355,chr5,46566100,46566300,+
17559,chr2,46276767,46276967,+
7391,chr3,73374329,73374529,+
27978,chr5,48258242,48258442,+
31872,chr5,113960872,113961072,+
34418,chr11,38165189,38165389,+
5880,chr8,113970028,113970228,+
11557,chr2,128686851,128687051,+
8351,chrX,24342494,24342694,+
31697,chr6,84120319,84120519,+
32483,chr1,219235035,219235235,+
5405,chr1,124319574,124319774,+
38334,chr3,40641886,40642086,+
24448,chr10,8467738,8467938,+
24961,chr8,106957029,106957229,+
5727,chr4,33070876,33071076,+
25756,chr7,75260238,75260438,+
42457,chr18,27738310,27738510,+
9944,chr3,104323820,104324020,+
9019,chr2,225355966,225356166,+
34432,chr6,121359907,121360107,+
4163,chr3,191180012,191180212,+
40531,chr2,125486164,125486364,+
23539,chr4,133599960,133600160,+
5118,chr10,57645608,57645808,+
2170,chr1,21960743,21960943,+
47355,chr11,123782287,123782487,+
20335,chr1,38350715,38350915,+
20578,chr10,57587913,57588113,+
7071,chr11,114847328,114847528,+
6035,chr2,14696208,14696408,+
17943,chrX,112253710,112253910,+
21426,chr13,56784538,56784738,+
22682,chr19,22343942,22344142,+
38223,chr3,103935711,103935911,+
23632,chr16,84631033,84631233,+
28025,chr2,237131740,237131940,+
15685,chr8,34734566,34734766,+
8941,chr4,130507238,130507438,+
29155,chr9,97113190,97113390,+
16809,chr1,218637272,218637472,+
26253,chr2,105446458,105446658,+
40807,chr8,56903485,56903685,+
4224,chr6,47648003,47648203,+
45665,chr22,24803350,24803550,+
31474,chr10,26945998,26946198,+
36865,chr3,122882705,122882905,+
12463,chr1,8924632,8924832,+
34970,chr13,98097454,98097654,+
44258,chrX,69466142,69466342,+
7316,chr2,81206755,81206955,+
11508,chr18,5376520,5376720,+
12032,chr5,63238870,63239070,+
27553,chr4,48287223,48287423,+
43117,chr5,35342205,35342405,+
39781,chr18,65652952,65653152,+
32552,chr11,41461741,41461941,+
4388,chr10,41563138,41563338,+
33118,chr5,81788651,81788851,+
29791,chr4,129330099,129330299,+
12131,chr5,46824772,46824972,+
24479,chr12,112542529,112542729,+
16349,chr15,97917806,97918006,+
35821,chr4,54832267,54832467,+
18484,chr8,112128197,112128397,+
29614,chr6,71786404,71786604,+
34369,chr9,7301223,7301423,+
35254,chr11,55093698,55093898,+
421,chr16,79485264,79485464,+
49966,chr2,180446340,180446540,+
3595,chr2,72083211,72083411,+
2694,chr12,78655137,78655337,+
12238,chr8,133424483,133424683,+
2905,chrX,48338092,48338292,+
34491,chr11,79749625,79749825,+
11502,chr3,162147185,162147385,+
29051,chr6,77421421,77421621,+
29576,chr17,20690187,20690387,+
937,chr15,27649525,27649725,+
18345,chr12,101458440,101458640,+
39501,chr9,97041335,97041535,+
23152,chr2,81746256,81746456,+
21079,chr9,115845505,115845705,+
9030,chr1,195358528,195358728,+
44097,chr13,62453606,62453806,+
23774,chr2,18756025,18756225,+
29643,chr2,147703140,147703340,+
5578,chr3,83632632,83632832,+
36785,chr12,126845151,126845351,+
37301,chr13,55933631,55933831,+
48211,chr16,59696530,59696730,+
27634,chr11,11185758,11185958,+
21668,chr13,20966752,20966952,+
14375,chr18,20720755,20720955,+
13184,chr2,193026993,193027193,+
32396,chr13,42698749,42698949,+
2045,chr5,109434888,109435088,+
43431,chr2,118934223,118934423,+
37698,chr8,48001122,48001322,+
23746,chr6,55898573,55898773,+
12293,chr8,83276891,83277091,+
38238,chr6,141013186,141013386,+
19525,chr11,33847235,33847435,+
49082,chr4,187133414,187133614,+
5804,chr5,55561789,55561989,+
17382,chr14,60599874,60600074,+
8364,chr16,66259590,66259790,+
45498,chr1,158277366,158277566,+
24601,chr7,86013232,86013432,+
22055,chr10,99856735,99856935,+
38537,chr9,80884010,80884210,+
42658,chr1,23222629,23222829,+
4501,chr6,101073618,101073818,+
11883,chr21,13848882,13849082,+
26658,chr3,149420662,149420862,+
16684,chr7,132773201,132773401,+
15740,chr11,65002341,65002541,+
21943,chr3,36125733,36125933,+
1946,chr12,87161423,87161623,+
21482,chr3,162660223,162660423,+
47777,chr3,83773239,83773439,+
19279,chr8,12017250,12017450,+
42937,chr3,147658127,147658327,+
31917,chr10,15921588,15921788,+
34827,chr6,159417430,159417630,+
40898,chr21,29943939,29944139,+
27284,chr8,42411910,42412110,+
34101,chr3,23609138,23609338,+
42738,chr6,82741455,82741655,+
4670,chr8,106939657,106939857,+
29080,chr10,20306535,20306735,+
12826,chr9,75760521,75760721,+
37897,chr12,56049251,56049451,+
37124,chrX,146725207,146725407,+
27448,chrX,62636508,62636708,+
34261,chr13,42528885,42529085,+
38199,chr13,105400021,105400221,+
40244,chrX,79104716,79104916,+
42450,chr20,30624020,30624220,+
2424,chr2,210827481,210827681,+
2131,chr14,80177004,80177204,+
37115,chr1,199532701,199532901,+
33721,chr8,571908,572108,+
33047,chr12,23300487,23300687,+
47607,chr3,1079701,1079901,+
26513,chr6,63612143,63612343,+
35184,chr4,131702142,131702342,+
10711,chr7,49212767,49212967,+
13808,chrX,77393295,77393495,+
15212,chr1,76741037,76741237,+
29564,chr21,12412639,12412839,+
7012,chr7,27513368,27513568,+
38089,chr10,105911786,105911986,+
42477,chr8,141774524,141774724,+
26266,chr8,41406669,41406869,+
39484,chr9,78403532,78403732,+
14155,chr16,86124004,86124204,+
43677,chr4,120989423,120989623,+
14808,chr2,146817711,146817911,+
26397,chr10,60006623,60006823,+
31878,chr18,65901025,65901225,+
40102,chr1,25928336,25928536,+
503,chr15,67948316,67948516,+
21483,chr8,17419864,17420064,+
19579,chr5,26205849,26206049,+
17371,chr8,2245738,2245938,+
7559,chr2,81952809,81953009,+
47887,chr17,13686242,13686442,+
7988,chrY,7232152,7232352,+
39078,chr4,85107664,85107864,+
45308,chr12,34386414,34386614,+
13361,chr2,147174269,147174469,+
27809,chr5,123972719,123972919,+
15201,chr20,61416,61616,+
32315,chrX,58616128,58616328,+
36259,chr16,18598380,18598580,+
8405,chr15,37211317,37211517,+
47753,chr18,7247297,7247497,+
48490,chr4,130899856,130900056,+
35881,chr11,61074837,61075037,+
37584,chr10,8826755,8826955,+
24641,chr17,13048215,13048415,+
46764,chr6,147963666,147963866,+
8300,chr12,60882679,60882879,+
18949,chr16,32235945,32236145,+
5338,chr4,34577489,34577689,+
6386,chr10,119994144,119994344,+
2099,chr14,16443513,16443713,+
34944,chr9,64793090,64793290,+
22519,chr22,12221637,12221837,+
15272,chr13,81716681,81716881,+
2706,chr2,156738157,156738357,+
25175,chr18,68605778,68605978,+
11866,chr9,94704298,94704498,+
40035,chr11,42966261,42966461,+
27741,chr10,56263941,56264141,+
24048,chr22,18898973,18899173,+
43942,chr7,108737675,108737875,+
10525,chr6,106906642,106906842,+
49223,chr12,41122459,41122659,+
34583,chr8,106996672,106996872,+
5982,chr7,119047801,119048001,+
13567,chr17,76251664,76251864,+
46146,chrX,143024237,143024437,+
37731,chr1,204028932,204029132,+
45716,chr7,153258623,153258823,+
40062,chr6,80741730,80741930,+
20970,chr10,133142512,133142712,+
21036,chr3,45303596,45303796,+
2082,chr13,58066028,58066228,+
5708,chr17,14992159,14992359,+
11842,chr16,87943511,87943711,+
35226,chr20,51236783,51236983,+
15425,chr12,114030694,114030894,+
32104,chr3,80286140,80286340,+
19124,chr6,100190016,100190216,+
30299,chr15,87212099,87212299,+
15616,chrX,5364320,5364520,+
20371,chr13,109872622,109872822,+
29200,chr8,109747114,109747314,+
43248,chr2,172394264,172394464,+
19565,chr7,85585645,85585845,+
15530,chr12,87075725,87075925,+
546,chr13,82238061,82238261,+
37358,chr6,85791255,85791455,+
43325,chr3,63720241,63720441,+
43269,chr1,7951180,7951380,+
27455,chr19,21273360,21273560,+
25952,chr7,64788643,64788843,+
37439,chr5,65024674,65024874,+
46375,chr18,46666808,46667008,+
34644,chr7,81282426,81282626,+
3844,chr3,109171134,109171334,+
28959,chr17,11097499,11097699,+
1020,chr7,111716424,111716624,+
23060,chr5,100707063,100707263,+
8769,chr5,178685624,178685824,+
27026,chr12,98310659,98310859,+
23081,chr9,102463966,102464166,+
10094,chr3,176015832,176016032,+
41246,chr5,135971591,135971791,+
11027,chr17,24279187,24279387,+
15175,chr7,59274814,59275014,+
48910,chr2,44101201,44101401,+
43486,chr22,49124333,49124533,+
3365,chrX,127556611,127556811,+
26682,chr4,171358424,171358624,+
14556,chr22,45249423,45249623,+
7774,chr12,36303071,36303271,+
48027,chr21,18765883,18766083,+
2455,chr14,106480710,106480910,+
8390,chr18,20020231,20020431,+
24409,chr19,31026956,31027156,+
13764,chr1,46626334,46626534,+
19208,chr2,146966666,146966866,+
907,chr15,30788281,30788481,+
13977,chr5,23257272,23257472,+
14268,chr6,87788488,87788688,+
49954,chr11,37303326,37303526,+
40966,chr12,93642753,93642953,+
36456,chr10,5225391,5225591,+
27274,chr17,13672692,13672892,+
28978,chr1,118764074,118764274,+
28384,chr3,145617292,145617492,+
42463,chr2,182626367,182626567,+
3080,chr13,23699766,23699966,+
10298,chr11,133630474,133630674,+
26679,chr17,25369478,25369678,+
22314,chr6,117902084,117902284,+
13622,chr6,60609697,60609897,+
42120,chrX,93544576,93544776,+
24721,chr2,64041761,64041961,+
2609,chr1,90356564,90356764,+
6145,chr9,38216854,38217054,+
6214,chr1,84762423,84762623,+
16328,chrX,150676524,150676724,+
8540,chr9,60744146,60744346,+
26191,chr1,80801669,80801869,+
45145,chr8,9982046,9982246,+
39161,chr1,62359665,62359865,+
41016,chr11,15103263,15103463,+
40443,chr1,25937944,25938144,+
10300,chr12,53631310,53631510,+
31034,chr12,116594925,116595125,+
15746,chr19,10509550,10509750,+
26045,chr3,143914299,143914499,+
8342,chr8,7690460,7690660,+
6811,chr11,35020712,35020912,+
40286,chr10,129346438,129346638,+
31563,chr9,138203955,138204155,+
11311,chr5,105469123,105469323,+
23516,chr7,45901562,45901762,+
25065,chr19,57152382,57152582,+
1654,chr19,22373392,22373592,+
45431,chr20,26983757,26983957,+
43259,chr11,24295647,24295847,+
12700,chr9,7742603,7742803,+
7985,chr15,25587465,25587665,+
33482,chr4,189117451,189117651,+
39251,chr12,97675658,97675858,+
22170,chr6,121464063,121464263,+
34001,chr1,157230626,157230826,+
35088,chr11,22401238,22401438,+
44289,chr1,17888332,17888532,+
27496,chr1,237931265,237931465,+
3099,chr7,26015551,26015751,+
48721,chr10,123985390,123985590,+
20720,chrX,143209664,143209864,+
9322,chr3,23765213,23765413,+
13157,chr17,52226991,52227191,+
34123,chr17,11595591,11595791,+
47839,chr17,24523280,24523480,+
36698,chr11,39504434,39504634,+
31329,chr16,52694854,52695054,+
36990,chr7,57316717,57316917,+
38964,chr13,85215876,85216076,+
3816,chr8,79497690,79497890,+
25390,chr7,53595226,53595426,+
12445,chr18,22575910,22576110,+
19153,chr2,95293685,95293885,+
48385,chr21,15912161,15912361,+
23601,chr6,86549034,86549234,+
1790,chr6,95222905,95223105,+
25492,chr16,31478488,31478688,+
26922,chr7,128114229,128114429,+
27150,chr22,33982128,33982328,+
31596,chr3,43228058,43228258,+
37073,chr2,84251863,84252063,+
27544,chr8,8249018,8249218,+
40144,chr12,25724398,25724598,+
22236,chr6,57732806,57733006,+
5468,chr7,54652615,54652815,+
48735,chr10,102085028,102085228,+
44834,chr7,140270222,140270422,+
14436,chr10,81192436,81192636,+
21989,chr1,190623236,190623436,+
37603,chr3,75270847,75271047,+
23426,chr17,82279909,82280109,+
19907,chrX,95188251,95188451,+
46694,chr4,4155010,4155210,+
547,chr20,58075800,58076000,+
40755,chr21,5339681,5339881,+
46323,chr9,27868034,27868234,+
33970,chr19,6866299,6866499,+
26146,chr12,86948792,86948992,+
13874,chr14,98559001,98559201,+
3468,chr4,141931718,141931918,+
32962,chr6,4214739,4214939,+
13194,chrX,33631918,33632118,+
35869,chr4,180482211,180482411,+
44920,chr5,5781207,5781407,+
38568,chr19,10475923,10476123,+
29585,chr6,100164878,100165078,+
4793,chr7,130455161,130455361,+
32109,chr2,128535756,128535956,+
315,chr12,103072689,103072889,+
29325,chr5,36820368,36820568,+
32904,chr22,14812745,14812945,+
20006,chr4,113789093,113789293,+
9115,chr11,93640255,93640455,+
1915,chr5,136656740,136656940,+
45769,chr3,4469761,4469961,+
450,chr3,40938225,40938425,+
45426,chr8,72402706,72402906,+
5760,chr12,79514512,79514712,+
20244,chr11,104420997,104421197,+
16847,chr13,48752304,48752504,+
38439,chr4,44980228,44980428,+
27936,chr3,30944989,30945189,+
26450,chr2,120563368,120563568,+
47934,chr6,166269603,166269803,+
38912,chr9,15545281,15545481,+
6362,chr16,82013307,82013507,+
31678,chr7,97065760,97065960,+
12811,chr18,44037439,44037639,+
19237,chrX,81623711,81623911,+
36907,chr8,59144039,59144239,+
44402,chr15,46897388,46897588,+
19471,chr2,60141264,60141464,+
34745,chr22,30217201,30217401,+
37471,chr2,118523983,118524183,+
41292,chr18,30693234,30693434,+
10309,chr2,201365860,201366060,+
1237,chr9,112013345,112013545,+
19197,chr8,101089414,101089614,+
26668,chr5,97465560,97465760,+
33864,chr11,98960620,98960820,+
40767,chr12,7610985,7611185,+
10606,chr2,44844460,44844660,+
26603,chr16,60062449,60062649,+
19320,chr7,70815509,70815709,+
20263,chr3,150385619,150385819,+
18567,chr13,107111116,107111316,+
43690,chr10,91652355,91652555,+
26676,chr18,73701992,73702192,+
25526,chr6,66860809,66861009,+
5196,chr10,56982659,56982859,+
6547,chr15,21699057,21699257,+
15014,chr2,182645160,182645360,+
39306,chr12,91499289,91499489,+
13891,chr6,130531451,130531651,+
26881,chr18,68527539,68527739,+
44322,chr8,9936778,9936978,+
8900,chr9,100882851,100883051,+
33546,chr4,135171779,135171979,+
556,chr2,239669483,239669683,+
20380,chr7,28286754,28286954,+
7508,chr10,29266284,29266484,+
33812,chr4,87404566,87404766,+
38456,chr4,18073993,18074193,+
17259,chr4,81068018,81068218,+
19468,chr18,61567843,61568043,+
20377,chr9,134196741,134196941,+
30532,chr3,90164416,90164616,+
21808,chr3,91525489,91525689,+
33888,chr14,62391369,62391569,+
47559,chr6,59347152,59347352,+
45586,chr1,82899157,82899357,+
37667,chr8,141323424,141323624,+
7582,chr4,137468968,137469168,+
44785,chr12,74696921,74697121,+
47442,chr14,106015876,106016076,+
30741,chr3,193021236,193021436,+
22084,chr14,42186143,42186343,+
40508,chr20,28399589,28399789,+
8079,chrX,74383307,74383507,+
27493,chr2,238992960,238993160,+
5778,chr15,85796590,85796790,+
31421,chr14,96699946,96700146,+
18497,chr16,64644585,64644785,+
41683,chr5,143905236,143905436,+
41418,chrX,135636834,135637034,+
40032,chr8,71717557,71717757,+
6440,chr5,153927478,153927678,+
39329,chr5,19375720,19375920,+
13512,chr9,24029634,24029834,+
21388,chr7,38294932,38295132,+
42822,chr9,65587506,65587706,+
32742,chr5,136535213,136535413,+
12099,chr4,166712491,166712691,+
11365,chr4,66639724,66639924,+
39441,chr7,41479812,41480012,+
15533,chr6,121052707,121052907,+
19749,chr4,29618126,29618326,+
9629,chr12,130103492,130103692,+
11495,chr17,30708207,30708407,+
43691,chr8,110159722,110159922,+
33163,chr3,137825034,137825234,+
43866,chr16,17562945,17563145,+
20264,chr9,65906721,65906921,+
7110,chr4,60934213,60934413,+
46643,chr1,226613578,226613778,+
5440,chr4,92046656,92046856,+
33017,chr3,58327940,58328140,+
47138,chrX,28332295,28332495,+
25858,chr3,122142488,122142688,+
10784,chr5,133808131,133808331,+
24807,chr10,67790839,67791039,+
49534,chr1,195458433,195458633,+
3345,chr21,18869260,18869460,+
18564,chrX,76154909,76155109,+
20883,chr14,25056493,25056693,+
42794,chr18,76279635,76279835,+
2769,chr6,19971562,19971762,+
31163,chr4,4952976,4953176,+
48567,chr1,64184761,64184961,+
11227,chr2,194184330,194184530,+
39785,chr3,102922965,102923165,+
25750,chr6,58637850,58638050,+
39555,chr7,139431527,139431727,+
12011,chr11,127601338,127601538,+
8360,chr7,128280348,128280548,+
8629,chrX,118970527,118970727,+
40517,chr9,83645072,83645272,+
18407,chr11,104262470,104262670,+
13416,chr16,37103049,37103249,+
39049,chr5,171370840,171371040,+
39476,chr18,51154647,51154847,+
14778,chr20,33472347,33472547,+
46810,chr6,134693897,134694097,+
38161,chr11,45833841,45834041,+
2309,chr21,43860665,43860865,+
46878,chr11,65492576,65492776,+
11537,chr13,37402134,37402334,+
42934,chr10,71189168,71189368,+
8914,chr12,36480257,36480457,+
46923,chr20,49201966,49202166,+
30645,chr8,43485891,43486091,+
26584,chr12,43297206,43297406,+
18928,chr14,45825013,45825213,+
48236,chr5,21130801,21131001,+
4182,chr19,33561930,33562130,+
23826,chr13,21205662,21205862,+
26163,chr22,30209416,30209616,+
16551,chr20,60939993,60940193,+
2193,chr18,25655964,25656164,+
18195,chr3,36234717,36234917,+
36239,chr5,155272120,155272320,+
13115,chr1,157951635,157951835,+
43981,chr18,18409270,18409470,+
1059,chr22,27062607,27062807,+
43859,chr11,59302107,59302307,+
31370,chr14,103291636,103291836,+
49016,chr5,60726098,60726298,+
36173,chr21,12754778,12754978,+
3612,chr1,60211564,60211764,+
40756,chr4,39818415,39818615,+
27900,chr18,62438253,62438453,+
1368,chr8,5414804,5415004,+
40985,chrX,42227552,42227752,+
42630,chr7,59845505,59845705,+
22324,chr3,96052262,96052462,+
37160,chr10,17565951,17566151,+
7968,chr8,43889131,43889331,+
12655,chr1,209383414,209383614,+
